date;traffic-source;traffic-details;users;visits;pageviews;bounceRate;pageDepth;avgVisitDurationSeconds
2020-01-27;Internal traffic;;2;3;5;33,33333333;1,66666667;696
2020-01-27;Direct traffic;;28;31;181;0;5,83870968;765,8709677
2020-01-27;Direct traffic;;4;5;22;20;4,4;321,8
2020-01-27;Direct traffic;;12;15;37;6,66666667;2,46666667;137,8
2020-01-27;Link traffic;liblenina.ru;1;1;2;0;2;18
2020-01-27;Link traffic;liblenina.ru;1;1;1;0;1;32
2020-01-27;Link traffic;link.2gis.ru;1;1;4;0;4;49
2020-01-27;Link traffic;link.2gis.ru;1;1;1;100;1;0
2020-01-27;Link traffic;spbgaidara.ru;1;1;10;0;10;649
2020-01-27;Link traffic;spbgaidara.ru;1;1;5;0;5;208
2020-01-27;Link traffic;spbgaidara.ru;1;4;4;50;1;8
2020-01-27;Link traffic;spblib.ru;1;1;1;0;1;31
2020-01-27;Link traffic;spblib.ru;1;1;1;0;1;15
2020-01-27;Link traffic;spblib.ru;2;2;2;50;1;7,5
2020-01-27;Link traffic;tracker.ak-dev.adc.vpn;1;1;1;0;1;24
2020-01-27;Search engine traffic;Yandex;4;4;6;25;1,5;138,5
2020-01-27;Search engine traffic;Yandex;4;4;14;0;3,5;259,5
2020-01-27;Search engine traffic;Yandex;5;5;16;0;3,2;86,4
2020-01-27;Search engine traffic;Google;7;7;8;42,85714286;1,14285714;9,85714286
2020-01-27;Search engine traffic;Google;2;3;7;0;2,33333333;68
2020-01-27;Search engine traffic;Google;11;12;27;33,33333333;2,25;142,1666667
2020-01-27;Social network traffic;VKontakte;3;3;6;33,33333333;2;133,3333333
2020-01-27;Social network traffic;VKontakte;1;1;1;0;1;15
2020-01-27;Social network traffic;VKontakte;10;12;36;0;3;226,5833333
2020-01-28;Internal traffic;;3;3;24;0;8;639
2020-01-28;Internal traffic;;3;3;3;0;1;30,66666667
2020-01-28;Direct traffic;;4;4;677;0;169,25;1269,25
2020-01-28;Direct traffic;;7;14;26;7,14285714;1,85714286;122,0714286
2020-01-28;Link traffic;liblenina.ru;2;2;5;0;2,5;152,5
2020-01-28;Link traffic;liblenina.ru;1;1;2;0;2;13
2020-01-28;Link traffic;liblenina.ru;4;4;12;0;3;239,5
2020-01-28;Link traffic;spbgaidara.ru;1;1;6;0;6;456
2020-01-28;Link traffic;spbgaidara.ru;2;5;10;0;2;32,8
2020-01-28;Link traffic;tracker.ak-dev.adc.vpn;1;1;8;0;8;134
2020-01-28;Link traffic;yandex.ru;1;1;3;0;3;108
2020-01-28;Search engine traffic;Yandex;3;3;10;0;3,33333333;338,3333333
2020-01-28;Search engine traffic;Yandex;1;1;2;0;2;20
2020-01-28;Search engine traffic;Yandex;8;8;30;12,5;3,75;591,375
2020-01-28;Search engine traffic;Google;5;5;6;0;1,2;15,4
2020-01-28;Search engine traffic;Google;2;2;2;50;1;7,5
2020-01-28;Search engine traffic;Google;11;11;17;18,18181818;1,54545455;63,45454545
2020-01-28;Social network traffic;VKontakte;3;3;4;33,33333333;1,33333333;15,66666667
2020-01-28;Social network traffic;VKontakte;4;4;6;50;1,5;9,75
2020-01-28;Social network traffic;VKontakte;3;4;12;25;3;569,25
2020-01-29;Internal traffic;;3;4;8;0;2;270,75
2020-01-29;Internal traffic;;1;2;175;0;87,5;5869
2020-01-29;Internal traffic;;2;7;10;14,28571429;1,42857143;272,4285714
2020-01-29;Direct traffic;;34;36;164;13,88888889;4,55555556;778,9444444
2020-01-29;Direct traffic;;3;4;38;0;9,5;774,25
2020-01-29;Direct traffic;;9;9;15;22,22222222;1,66666667;38,11111111
2020-01-29;Link traffic;android-app;1;1;3;0;3;74
2020-01-29;Link traffic;crdb-petr.ucoz.ru;1;1;1;100;1;0
2020-01-29;Link traffic;liblenina.ru;2;2;2;50;1;10
2020-01-29;Link traffic;liblenina.ru;1;1;11;0;11;1568
2020-01-29;Link traffic;liblenina.ru;1;1;1;0;1;27
2020-01-29;Link traffic;link.2gis.ru;2;2;5;0;2,5;82
2020-01-29;Link traffic;spbgaidara.ru;1;1;1;100;1;0
2020-01-29;Link traffic;spbgaidara.ru;1;2;3;50;1,5;127,5
2020-01-29;Link traffic;spbgaidara.ru;1;2;5;0;2,5;38
2020-01-29;Link traffic;tracker.ak-dev.adc.vpn;1;1;5;0;5;68
2020-01-29;Search engine traffic;Yandex;3;3;8;0;2,66666667;527
2020-01-29;Search engine traffic;Yandex;2;2;2;0;1;14,5
2020-01-29;Search engine traffic;Yandex;5;7;15;14,28571429;2,14285714;343,7142857
2020-01-29;Search engine traffic;Google;2;2;3;0;1,5;14,5
2020-01-29;Search engine traffic;Google;3;4;12;25;3;91
2020-01-29;Search engine traffic;Google;11;11;19;9,09090909;1,72727273;147,2727273
2020-01-29;Search engine traffic;Mail.ru;1;1;3;0;3;131
2020-01-29;Social network traffic;VKontakte;3;3;18;0;6;276,3333333
2020-01-29;Social network traffic;VKontakte;10;13;34;7,69230769;2,61538462;328,3076923
2020-01-30;Internal traffic;;1;1;1;0;1;15
2020-01-30;Internal traffic;;1;1;57;0;57;1417
2020-01-30;Internal traffic;;3;3;11;0;3,66666667;309,3333333
2020-01-30;Direct traffic;;39;44;166;11,36363636;3,77272727;474,8636364
2020-01-30;Direct traffic;;3;3;9;0;3;188,3333333
2020-01-30;Direct traffic;;6;6;11;0;1,83333333;573,3333333
2020-01-30;Link traffic;cases2.corp.google.com;1;1;1;100;1;0
2020-01-30;Link traffic;liblenina.ru;1;1;4;0;4;611
2020-01-30;Link traffic;link.2gis.ru;3;3;3;66,66666667;1;4,66666667
2020-01-30;Link traffic;link.2gis.ru;1;1;2;0;2;12
2020-01-30;Link traffic;spbgaidara.ru;1;1;1;0;1;16
2020-01-30;Link traffic;spblib.ru;1;2;3;50;1,5;13
2020-01-30;Link traffic;spblib.ru;2;2;4;50;2;607,5
2020-01-30;Link traffic;tracker.ak-dev.adc.vpn;1;3;11;0;3,66666667;53,66666667
2020-01-30;Search engine traffic;Yandex;2;2;2;50;1;7,5
2020-01-30;Search engine traffic;Yandex;2;2;4;0;2;36
2020-01-30;Search engine traffic;Yandex;5;5;14;20;2,8;113,6
2020-01-30;Search engine traffic;Google;5;5;12;20;2,4;307,2
2020-01-30;Search engine traffic;Google;7;8;12;0;1,5;28,875
2020-01-30;Search engine traffic;Google;12;13;19;53,84615385;1,46153846;99,69230769
2020-01-30;Social network traffic;VKontakte;5;5;16;0;3,2;261,8
2020-01-30;Social network traffic;VKontakte;5;5;15;0;3;126,8
2020-01-31;Internal traffic;;3;3;42;0;14;867,3333333
2020-01-31;Internal traffic;;1;1;1;0;1;15
2020-01-31;Direct traffic;;46;54;539;12,96296296;9,98148148;402,3148148
2020-01-31;Direct traffic;;5;6;9;16,66666667;1,5;284,1666667
2020-01-31;Direct traffic;;7;7;20;0;2,85714286;112,5714286
2020-01-31;Link traffic;liblenina.ru;1;1;1;0;1;16
2020-01-31;Link traffic;orgpage.ru;1;1;2;0;2;30
2020-01-31;Link traffic;progressive-seo.com;1;1;1;100;1;0
2020-01-31;Link traffic;spbgaidara.ru;1;2;4;0;2;19
2020-01-31;Link traffic;spblib.ru;1;1;1;0;1;22
2020-01-31;Link traffic;spblib.ru;1;2;3;0;1,5;183
2020-01-31;Link traffic;spblib.ru;1;1;1;100;1;0
2020-01-31;Search engine traffic;Yandex;4;5;11;0;2,2;47
2020-01-31;Search engine traffic;Yandex;8;10;37;10;3,7;161,2
2020-01-31;Search engine traffic;Google;2;2;10;50;5;183
2020-01-31;Search engine traffic;Google;3;6;12;0;2;57
2020-01-31;Search engine traffic;Google;10;10;19;20;1,9;35,1
2020-01-31;Social network traffic;VKontakte;1;1;15;0;15;901
2020-01-31;Social network traffic;VKontakte;7;7;21;0;3;76,28571429
2020-01-31;Messenger traffic;Telegram;1;1;1;100;1;0
2020-02-01;Internal traffic;;1;1;1;100;1;0
2020-02-01;Internal traffic;;1;2;2;0;1;16
2020-02-01;Direct traffic;;6;6;382;0;63,66666667;560
2020-02-01;Direct traffic;;3;4;33;0;8,25;612
2020-02-01;Direct traffic;;4;4;11;0;2,75;90,25
2020-02-01;Link traffic;liblenina.ru;1;1;1;0;1;32
2020-02-01;Link traffic;liblenina.ru;1;1;1;0;1;24
2020-02-01;Link traffic;spbgaidara.ru;1;1;1;0;1;14
2020-02-01;Search engine traffic;Baidu;2;2;2;0;1;3,5
2020-02-01;Search engine traffic;Yandex;1;2;4;0;2;228,5
2020-02-01;Search engine traffic;Yandex;6;6;15;0;2,5;64,83333333
2020-02-01;Search engine traffic;Google;2;2;2;0;1;14,5
2020-02-01;Search engine traffic;Google;1;1;1;0;1;16
2020-02-01;Search engine traffic;Google;8;8;23;12,5;2,875;97,625
2020-02-01;Social network traffic;VKontakte;2;2;2;50;1;7,5
2020-02-01;Social network traffic;VKontakte;5;8;13;0;1,625;12,25
2020-02-02;Internal traffic;;1;1;2;0;2;33
2020-02-02;Internal traffic;;1;1;1;0;1;16
2020-02-02;Internal traffic;;1;1;1;0;1;15
2020-02-02;Direct traffic;;13;13;17;69,23076923;1,30769231;13,07692308
2020-02-02;Direct traffic;;5;5;13;0;2,6;65,6
2020-02-02;Link traffic;liblenina.ru;1;1;1;0;1;18
2020-02-02;Link traffic;liblenina.ru;2;2;4;0;2;384,5
2020-02-02;Link traffic;liblenina.ru;2;3;13;0;4,33333333;440,6666667
2020-02-02;Link traffic;peterburg2.ru;1;1;1;0;1;15
2020-02-02;Link traffic;peterburg2.ru;1;1;1;0;1;16
2020-02-02;Link traffic;spblib.ru;1;2;2;0;1;20
2020-02-02;Link traffic;yandex.ru;1;1;1;0;1;14
2020-02-02;Search engine traffic;Yandex;2;2;5;0;2,5;50
2020-02-02;Search engine traffic;Yandex;6;7;30;14,28571429;4,28571429;237,5714286
2020-02-02;Search engine traffic;Google;1;1;2;0;2;130
2020-02-02;Search engine traffic;Google;3;3;8;33,33333333;2,66666667;77,33333333
2020-02-02;Search engine traffic;Google;7;7;11;71,42857143;1,57142857;85,42857143
2020-02-02;;;1;1;1;100;1;0
2020-02-02;Social network traffic;VKontakte;1;1;2;0;2;34
2020-02-02;Social network traffic;VKontakte;4;5;7;20;1,4;10,6
2020-02-03;Internal traffic;;4;4;150;50;37,5;1703,75
2020-02-03;Internal traffic;;1;1;37;0;37;6802
2020-02-03;Internal traffic;;3;4;5;0;1,25;30,5
2020-02-03;Direct traffic;;32;38;202;36,84210526;5,31578947;394,7368421
2020-02-03;Direct traffic;;4;4;7;0;1,75;18,25
2020-02-03;Direct traffic;;6;8;12;12,5;1,5;195,375
2020-02-03;Link traffic;liblenina.ru;2;2;7;0;3,5;341
2020-02-03;Link traffic;liblenina.ru;1;1;5;0;5;251
2020-02-03;Link traffic;link.2gis.ru;1;1;2;0;2;15
2020-02-03;Link traffic;link.2gis.ru;1;1;4;0;4;24
2020-02-03;Link traffic;spbgaidara.ru;1;1;1;0;1;15
2020-02-03;Link traffic;spbgaidara.ru;1;4;5;50;1,25;379,75
2020-02-03;Link traffic;spblib.ru;1;1;16;0;16;663
2020-02-03;Search engine traffic;Yandex;2;2;5;0;2,5;54
2020-02-03;Search engine traffic;Yandex;5;5;12;20;2,4;150,2
2020-02-03;Search engine traffic;Yandex;12;12;23;16,66666667;1,91666667;102,0833333
2020-02-03;Search engine traffic;Google;9;9;33;11,11111111;3,66666667;482,7777778
2020-02-03;Search engine traffic;Google;4;4;11;50;2,75;458,5
2020-02-03;Search engine traffic;Google;15;15;22;13,33333333;1,46666667;71,73333333
2020-02-03;Social network traffic;VKontakte;2;2;4;0;2;219
2020-02-03;Social network traffic;VKontakte;8;10;28;10;2,8;104,6
2020-02-04;Internal traffic;;3;3;4;0;1,33333333;425,6666667
2020-02-04;Direct traffic;;40;49;178;6,12244898;3,63265306;90,46938776
2020-02-04;Direct traffic;;9;10;17;0;1,7;207,2
2020-02-04;Link traffic;liblenina.ru;1;1;1;0;1;28
2020-02-04;Link traffic;liblenina.ru;7;7;30;14,28571429;4,28571429;198,2857143
2020-02-04;Link traffic;link.2gis.ru;1;1;1;0;1;15
2020-02-04;Link traffic;link.2gis.ru;1;1;1;100;1;0
2020-02-04;Link traffic;spbgaidara.ru;2;2;4;50;2;257,5
2020-02-04;Link traffic;spblib.ru;1;1;1;0;1;17
2020-02-04;Link traffic;spblib.ru;1;1;2;0;2;20
2020-02-04;Link traffic;tracker.ak-dev.adc.vpn;1;1;7;0;7;72
2020-02-04;Search engine traffic;Yandex;3;4;12;0;3;171,25
2020-02-04;Search engine traffic;Yandex;4;4;11;25;2,75;29,25
2020-02-04;Search engine traffic;Yandex;5;6;11;33,33333333;1,83333333;128,5
2020-02-04;Search engine traffic;Google;8;9;15;22,22222222;1,66666667;122,5555556
2020-02-04;Search engine traffic;Google;1;1;1;0;1;15
2020-02-04;Search engine traffic;Google;11;11;18;18,18181818;1,63636364;28,18181818
2020-02-04;Social network traffic;VKontakte;1;1;2;0;2;41
2020-02-04;Social network traffic;VKontakte;10;12;33;8,33333333;2,75;332,25
2020-02-05;Internal traffic;;4;6;110;0;18,33333333;1841,666667
2020-02-05;Direct traffic;;6;12;178;8,33333333;14,83333333;1021,916667
2020-02-05;Direct traffic;;3;3;10;0;3,33333333;256
2020-02-05;Direct traffic;;3;4;4;0;1;14
2020-02-05;Link traffic;every-lang-seo.com;1;1;1;100;1;0
2020-02-05;Link traffic;liblenina.ru;2;2;3;0;1,5;19
2020-02-05;Link traffic;liblenina.ru;1;1;3;0;3;1299
2020-02-05;Link traffic;liblenina.ru;6;6;6;16,66666667;1;19
2020-02-05;Link traffic;spbgaidara.ru;2;2;3;50;1,5;16
2020-02-05;Link traffic;spblib.ru;1;1;1;0;1;21
2020-02-05;Link traffic;tracker.ak-dev.adc.vpn;1;1;5;0;5;61
2020-02-05;Search engine traffic;Yandex;4;5;9;0;1,8;30,2
2020-02-05;Search engine traffic;Yandex;2;2;8;0;4;79
2020-02-05;Search engine traffic;Yandex;8;9;25;0;2,77777778;83,33333333
2020-02-05;Search engine traffic;Google;4;5;6;40;1,2;57,2
2020-02-05;Search engine traffic;Google;3;3;4;0;1,33333333;75,66666667
2020-02-05;Search engine traffic;Google;16;16;23;25;1,4375;34,5625
2020-02-05;Social network traffic;VKontakte;3;3;4;0;1,33333333;30,66666667
2020-02-05;Social network traffic;VKontakte;2;2;3;0;1,5;15
2020-02-05;Social network traffic;VKontakte;5;5;10;20;2;165
2020-02-06;Internal traffic;;1;1;1;100;1;0
2020-02-06;Internal traffic;;1;1;3;0;3;65
2020-02-06;Direct traffic;;43;46;165;17,39130435;3,58695652;156,8043478
2020-02-06;Direct traffic;;2;2;6;0;3;436,5
2020-02-06;Direct traffic;;9;10;28;10;2,8;102,6
2020-02-06;Link traffic;g.kometa-search.ru;1;1;1;100;1;0
2020-02-06;Link traffic;liblenina.ru;2;2;4;0;2;151,5
2020-02-06;Link traffic;peterburg2.ru;1;1;1;0;1;15
2020-02-06;Link traffic;spblib.ru;1;1;3;0;3;95
2020-02-06;Link traffic;tracker.ak-dev.adc.vpn;1;1;3;0;3;750
2020-02-06;Link traffic;tracker.ak-dev.adc.vpn;1;1;3;0;3;29
2020-02-06;Link traffic;zoon.ru;1;1;1;0;1;12
2020-02-06;Search engine traffic;Yandex;3;3;8;0;2,66666667;38,66666667
2020-02-06;Search engine traffic;Yandex;1;1;1;0;1;15
2020-02-06;Search engine traffic;Yandex;9;9;35;11,11111111;3,88888889;108,7777778
2020-02-06;Search engine traffic;Google;9;9;21;44,44444444;2,33333333;49,88888889
2020-02-06;Search engine traffic;Google;4;6;10;33,33333333;1,66666667;26,33333333
2020-02-06;Search engine traffic;Google;13;14;35;7,14285714;2,5;185,1428571
2020-02-06;Social network traffic;VKontakte;8;8;14;25;1,75;52,5
2020-02-06;Social network traffic;VKontakte;4;4;7;0;1,75;137
2020-02-06;Social network traffic;VKontakte;16;17;20;23,52941176;1,17647059;59,52941176
2020-02-07;Internal traffic;;1;1;2;0;2;80
2020-02-07;Internal traffic;;2;3;3;0;1;20,33333333
2020-02-07;Direct traffic;;8;14;136;0;9,71428571;194,5
2020-02-07;Direct traffic;;5;5;70;0;14;935
2020-02-07;Direct traffic;;9;11;16;9,09090909;1,45454545;115,8181818
2020-02-07;Link traffic;liblenina.ru;1;1;3;0;3;38
2020-02-07;Link traffic;liblenina.ru;1;1;2;0;2;3
2020-02-07;Link traffic;liblenina.ru;1;1;2;0;2;143
2020-02-07;Link traffic;link.2gis.ru;1;1;1;0;1;16
2020-02-07;Link traffic;link.2gis.ru;1;1;1;0;1;16
2020-02-07;Link traffic;peterburg2.ru;1;1;1;0;1;15
2020-02-07;Link traffic;spblib.ru;1;1;2;0;2;53
2020-02-07;Link traffic;zoon.ru;1;1;7;0;7;152
2020-02-07;Search engine traffic;Yandex;2;2;6;0;3;202,5
2020-02-07;Search engine traffic;Yandex;2;2;63;0;31,5;3580,5
2020-02-07;Search engine traffic;Yandex;10;10;30;0;3;83,5
2020-02-07;Search engine traffic;Google;5;5;6;60;1,2;41,6
2020-02-07;Search engine traffic;Google;5;5;5;60;1;6,4
2020-02-07;Search engine traffic;Google;13;13;31;7,69230769;2,38461538;75,84615385
2020-02-07;Search engine traffic;Mail.ru;1;1;1;0;1;15
2020-02-07;Social network traffic;VKontakte;2;2;10;0;5;65,5
2020-02-07;Social network traffic;VKontakte;2;2;2;50;1;7,5
2020-02-07;Social network traffic;VKontakte;5;6;6;16,66666667;1;15,16666667
2020-02-08;Internal traffic;;2;2;2;0;1;17,5
2020-02-08;Direct traffic;;2;2;2;0;1;18,5
2020-02-08;Direct traffic;;6;8;1006;12,5;125,75;953,125
2020-02-08;Link traffic;liblenina.ru;2;2;7;0;3,5;268
2020-02-08;Link traffic;liblenina.ru;2;3;3;33,33333333;1;11,66666667
2020-02-08;Search engine traffic;Yandex;5;6;12;16,66666667;2;50,66666667
2020-02-08;Search engine traffic;Yandex;4;5;6;20;1,2;18,8
2020-02-08;Search engine traffic;Google;4;4;4;75;1;3,75
2020-02-08;Search engine traffic;Google;2;2;4;0;2;31
2020-02-08;Search engine traffic;Google;11;11;26;0;2,36363636;160,6363636
2020-02-08;Search engine traffic;Mail.ru;1;1;1;0;1;15
2020-02-08;Social network traffic;VKontakte;1;1;2;0;2;79
2020-02-08;Social network traffic;VKontakte;9;9;28;11,11111111;3,11111111;202,4444444
2020-02-09;Internal traffic;;4;4;14;0;3,5;179,25
2020-02-09;Internal traffic;;1;1;12;0;12;509
2020-02-09;Internal traffic;;1;1;1;0;1;15
2020-02-09;Direct traffic;;8;8;15;0;1,875;62,5
2020-02-09;Direct traffic;;4;4;44;0;11;528,25
2020-02-09;Direct traffic;;4;5;19;20;3,8;550
2020-02-09;Link traffic;liblenina.ru;1;1;1;0;1;25
2020-02-09;Link traffic;liblenina.ru;4;4;8;0;2;295
2020-02-09;Link traffic;peterburg2.ru;1;1;4;0;4;150
2020-02-09;Link traffic;yandex.ru;1;1;2;0;2;15
2020-02-09;Link traffic;zoon.ru;1;1;2;0;2;30
2020-02-09;Search engine traffic;Yandex;3;3;9;33,33333333;3;241,6666667
2020-02-09;Search engine traffic;Yandex;4;4;7;0;1,75;34,5
2020-02-09;Search engine traffic;Yandex;5;5;9;0;1,8;191
2020-02-09;Search engine traffic;Google;4;4;4;25;1;12,25
2020-02-09;Search engine traffic;Google;2;2;2;0;1;17,5
2020-02-09;Search engine traffic;Google;6;6;56;0;9,33333333;592,8333333
2020-02-09;Search engine traffic;Mail.ru;1;1;13;0;13;1108
2020-02-09;Social network traffic;VKontakte;2;2;9;0;4,5;438
2020-02-09;Social network traffic;VKontakte;3;4;5;25;1,25;134,5
2020-02-09;Social network traffic;VKontakte;14;18;47;11,11111111;2,61111111;131,3333333
2020-02-09;Social network traffic;Facebook;1;1;2;0;2;5
2020-02-10;Internal traffic;;3;3;73;0;24,33333333;1733
2020-02-10;Internal traffic;;1;1;1;100;1;0
2020-02-10;Internal traffic;;2;2;2;0;1;28,5
2020-02-10;Direct traffic;;42;48;188;35,41666667;3,91666667;191
2020-02-10;Direct traffic;;3;3;7;0;2,33333333;452,6666667
2020-02-10;Direct traffic;;9;9;20;22,22222222;2,22222222;201,1111111
2020-02-10;Link traffic;liblenina.ru;2;2;5;0;2,5;110,5
2020-02-10;Link traffic;peterburg2.ru;1;1;5;0;5;458
2020-02-10;Link traffic;spbgaidara.ru;1;1;1;0;1;16
2020-02-10;Link traffic;spblib.ru;1;1;1;0;1;34
2020-02-10;Search engine traffic;Yandex;3;3;120;0;40;2966,333333
2020-02-10;Search engine traffic;Yandex;4;4;10;0;2,5;48,5
2020-02-10;Search engine traffic;Google;6;6;28;16,66666667;4,66666667;178,8333333
2020-02-10;Search engine traffic;Google;4;5;9;0;1,8;103
2020-02-10;Search engine traffic;Google;12;13;33;30,76923077;2,53846154;222,2307692
2020-02-10;Social network traffic;VKontakte;3;3;4;0;1,33333333;18
2020-02-10;Social network traffic;VKontakte;7;9;19;11,11111111;2,11111111;35,55555556
2020-02-11;Internal traffic;;3;4;97;50;24,25;2013,75
2020-02-11;Internal traffic;;4;5;6;20;1,2;17,8
2020-02-11;Direct traffic;;30;30;37;10;1,23333333;38,16666667
2020-02-11;Direct traffic;;8;10;23;0;2,3;43
2020-02-11;Link traffic;liblenina.ru;2;2;6;0;3;85,5
2020-02-11;Link traffic;liblenina.ru;2;2;4;0;2;35
2020-02-11;Link traffic;mail.elaginpark.org;1;1;3;0;3;115
2020-02-11;Link traffic;spbgaidara.ru;1;1;2;0;2;22
2020-02-11;Link traffic;tracker.ak-dev.adc.vpn;1;1;1;0;1;15
2020-02-11;Search engine traffic;Yandex;3;3;4;0;1,33333333;26,66666667
2020-02-11;Search engine traffic;Yandex;5;5;11;20;2,2;43,2
2020-02-11;Search engine traffic;Yandex;8;8;23;0;2,875;74,625
2020-02-11;Search engine traffic;Google;11;12;43;50;3,58333333;47,33333333
2020-02-11;Search engine traffic;Google;4;4;4;50;1;7,75
2020-02-11;Search engine traffic;Google;9;9;23;22,22222222;2,55555556;82,44444444
2020-02-11;Ad traffic;Yandex.Direct: Undetermined;1;1;1;0;1;15
2020-02-11;Social network traffic;VKontakte;5;5;7;60;1,4;13,2
2020-02-11;Social network traffic;VKontakte;2;2;2;50;1;8
2020-02-11;Social network traffic;VKontakte;11;14;37;14,28571429;2,64285714;344,7857143
2020-02-12;Internal traffic;;3;3;119;0;39,66666667;4468
2020-02-12;Internal traffic;;1;1;1;100;1;0
2020-02-12;Internal traffic;;2;2;4;0;2;70
2020-02-12;Direct traffic;;39;40;90;15;2,25;55,425
2020-02-12;Direct traffic;;2;2;3;0;1,5;17
2020-02-12;Direct traffic;;7;8;411;12,5;51,375;360,25
2020-02-12;Link traffic;liblenina.ru;2;2;8;0;4;143
2020-02-12;Link traffic;liblenina.ru;2;2;2;0;1;49
2020-02-12;Link traffic;peterburg2.ru;1;1;3;0;3;100
2020-02-12;Link traffic;spbgaidara.ru;1;1;1;0;1;16
2020-02-12;Link traffic;spblib.ru;1;1;1;100;1;13
2020-02-12;Link traffic;tracker.ak-dev.adc.vpn;1;2;2;0;1;27
2020-02-12;Search engine traffic;Yandex;6;8;30;0;3,75;395,125
2020-02-12;Search engine traffic;Yandex;1;1;1;100;1;0
2020-02-12;Search engine traffic;Yandex;9;9;28;11,11111111;3,11111111;198,1111111
2020-02-12;Search engine traffic;Google;8;8;19;75;2,375;78,25
2020-02-12;Search engine traffic;Google;4;4;6;50;1,5;298,25
2020-02-12;Search engine traffic;Google;13;14;36;7,14285714;2,57142857;152,6428571
2020-02-12;Search engine traffic;Bing;4;4;4;25;1;7
2020-02-12;Social network traffic;VKontakte;2;2;4;0;2;46
2020-02-12;Social network traffic;VKontakte;1;1;3;0;3;34
2020-02-12;Social network traffic;VKontakte;9;12;45;0;3,75;233,75
2020-02-13;Internal traffic;;1;1;3;0;3;75
2020-02-13;Direct traffic;;2;2;6;0;3;115,5
2020-02-13;Direct traffic;;11;12;30;8,33333333;2,5;126,9166667
2020-02-13;Link traffic;liblenina.ru;5;5;6;20;1,2;14,8
2020-02-13;Link traffic;spbgaidara.ru;2;3;8;33,33333333;2,66666667;58
2020-02-13;Link traffic;tracker.ak-dev.adc.vpn;1;1;1;0;1;16
2020-02-13;Search engine traffic;Yandex;3;3;5;0;1,66666667;44,33333333
2020-02-13;Search engine traffic;Yandex;4;4;14;0;3,5;61,25
2020-02-13;Search engine traffic;Yandex;14;16;52;6,25;3,25;185,125
2020-02-13;Search engine traffic;Google;7;7;20;42,85714286;2,85714286;91,28571429
2020-02-13;Search engine traffic;Google;5;5;6;40;1,2;360
2020-02-13;Search engine traffic;Google;9;9;24;22,22222222;2,66666667;153,7777778
2020-02-13;Social network traffic;VKontakte;8;9;43;0;4,77777778;166,5555556
2020-02-14;Internal traffic;;1;1;1;0;1;30
2020-02-14;Internal traffic;;2;2;4;0;2;20,5
2020-02-14;Direct traffic;;4;5;8;20;1,6;287,2
2020-02-14;Direct traffic;;3;3;7;0;2,33333333;46,66666667
2020-02-14;Direct traffic;;9;11;27;0;2,45454545;58,36363636
2020-02-14;Link traffic;liblenina.ru;1;1;6;0;6;231
2020-02-14;Link traffic;liblenina.ru;2;4;13;0;3,25;81,25
2020-02-14;Link traffic;spblib.ru;1;2;14;0;7;358
2020-02-14;Search engine traffic;Yandex;4;4;14;0;3,5;320
2020-02-14;Search engine traffic;Yandex;3;4;11;25;2,75;67,5
2020-02-14;Search engine traffic;Yandex;7;8;23;12,5;2,875;124,75
2020-02-14;Search engine traffic;Google;5;5;9;20;1,8;23,4
2020-02-14;Search engine traffic;Google;6;6;6;50;1;9,16666667
2020-02-14;Search engine traffic;Google;16;18;69;0;3,83333333;291,3888889
